	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0.1875	0.013	0
Metafor	12.7656	18.926	5.84375
ValuesManager	0.03125	0.044	0
buildK_TXTYTZ	0.046875	0.024	0.015625
contactDetection	0	0.005	0
prepro	1.78125	2.624	1.85938
saveFacs	0.046875	0.141	0.015625
solveK_TXTYTZ	0	0.001	0
steps	0.609375	0.715	0.0625
