	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.003	0
GEN_INTER_FORC_TXTYTZ	0.078125	0.019	0.015625
Metafor	13.3281	22.11	6.0625
ValuesManager	0.03125	0.045	0.03125
buildK_TXTYTZ	0.015625	0.015	0.015625
contactDetection	0	0.006	0
prepro	1.71875	5.026	1.92188
saveFacs	0	0.036	0
solveK_TXTYTZ	0	0	0
steps	0.765625	0.916	0.109375
