	user	real	kernel
GEN_EXT_FORC_TXTYTZ	0	0.005	0
GEN_INTER_FORC_TXTYTZ	0.03125	0.015	0
Metafor	11.4062	18.551	5.39062
ValuesManager	0.03125	0.033	0.03125
buildK_TXTYTZ	0.015625	0.018	0.015625
contactDetection	0	0.007	0
prepro	1.5	4.007	1.70312
saveFacs	0	0.033	0.03125
solveK_TXTYTZ	0	0.002	0
steps	0.578125	0.635	0.078125
